Referencia;Descripcion;Familia Padre;Familia;Subfamilia;Stock Fisico;Stock Operativo;Stock Comercial;Mar;Puerto;Despachado
08137;"Hidrolimpiadora HydroBoost 1600 Car&Garden";"Aspiración y Limpieza";"Hidrolimpiadoras";"Hidrolimpiadoras a presión";3693;3678;3678;0;0;0
05209;"Ventilador de pie ForceSilence 1010 Extremeflow";"Cuidado del aire";"Ventilación";"Ventiladores de pie";0;0;0;0;0;0
05211;"Ventilador de pie ForceSilence 1030 Smartextreme";"Cuidado del aire";"Ventilación";"Ventiladores de pie";0;0;0;0;0;0
05232;"Ventilador de pie ForceSilence 520 Power Black";"Cuidado del aire";"Ventilación";"Ventiladores de pie";0;0;0;0;0;0
03088;"Plancha de asar Tasty&Grill 3000 RockWater";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";2428;2401;2401;0;0;0
06196;"Colchón Flow HybridSpring Fresh 6000 90x190";"Descanso";"Descanso";"Descanso";11;11;11;0;0;0
07415;"Colchón Flow ViscoFoam 2900 160x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
03190;"Tostador vertical Toast&Taste 16000 Extra White";"PAE Cocina";"Tostadores";"Tostadores verticales";1071;815;815;0;0;628
01581;"Cafetera PowerMatic-ccino 6000 Serie Nera";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";6;6;6;0;0;0
05725;"Robot Aspirador Conga 2290 Ultra Home T";"Aspiración y Limpieza";"Robots";"Robots aspiradores";0;0;0;0;0;0
05263;"Aire acondicionado portátil ForceClima 9250 Smartheating";"Cuidado del aire";"Ventilación";"Aires acondicionados portátiles";5;5;5;0;0;0
07086;"Bicicleta Indoor DrumFit Indoor 7000 Magno";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";723;719;719;0;0;0
04246;"Plancha de pelo Bamba RitualCare 1000 HidraProtect 2in1";"Cuidado personal";"Planchas de pelo";"Planchas de pelo 2 en 1";1025;1024;1024;0;0;0
01026;"Cocotte 20 cm Escarlata";"Menaje";"Sartenes y Ollas";"Ollas y cazos";8;8;8;0;0;0
01285;"Sartén Polka Fantasy 20 Bucket Silver";"Menaje";"Sartenes y Ollas";"Sartenes";852;852;852;0;0;0
01500;"Cafetera power espresso (exclusivo lidl)";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";3918;3918;3918;0;0;0
04041;"Robot de cocina Cecomixer Easy";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";2492;2192;2492;0;0;0
01543;"microondas 28l con conveccion pro clean 8120 full inox";"PAE Cocina";"Cafeteras";"Cafeteras semiautomáticas";0;0;0;0;0;0
01402;"Microondas Encastrable GrandHeat 2590 Built-in 
BlackRose";"PAE Cocina";"Microondas";"Microondas encastrables con plato";7;7;7;0;0;404
01601;"Cafetera moka Cumbia Mimoka 600 Beige";"PAE Cocina";"Cafeteras";"Cafeteras italianas";3;3;3;0;0;0
01602;"Cafetera moka Cumbia Mimoka 900 Beige";"PAE Cocina";"Cafeteras";"Cafeteras italianas";2;2;2;0;0;0
02512;"Placa Bolero Squad I 4100 FullFlex";"GAE";"Placas de inducción";"Placa de inducción portátil";46;15;15;0;0;0
01604;"Cafetera moka Cumbia Mimoka 300 Blue";"PAE Cocina";"Cafeteras";"Cafeteras italianas";2;2;2;0;0;0
01606;"Cafetera moka Cumbia Mimoka 900 Blue";"PAE Cocina";"Cafeteras";"Cafeteras italianas";0;0;0;0;0;0
01607;"Cafetera moka Cumbia Mimoka 1200 Blue";"PAE Cocina";"Cafeteras";"Cafeteras italianas";5;5;5;0;0;0
01609;"Cafetera moka Cumbia Mimoka 600 Garnet";"PAE Cocina";"Cafeteras";"Cafeteras italianas";1;1;1;0;0;0
01610;"Cafetera moka Cumbia Mimoka 900 Garnet";"PAE Cocina";"Cafeteras";"Cafeteras italianas";0;0;0;0;0;0
01612;"Cafetera moka Cumbia Mimoka 300 Black";"PAE Cocina";"Cafeteras";"Cafeteras italianas";5;5;5;0;0;0
01613;"Cafetera moka Cumbia Mimoka 600 Black";"PAE Cocina";"Cafeteras";"Cafeteras italianas";0;0;0;0;0;0
01614;"Cafetera moka Cumbia Mimoka 900 Black";"PAE Cocina";"Cafeteras";"Cafeteras italianas";6;6;6;0;0;0
01615;"Cafetera moka Cumbia Mimoka 1200 Black";"PAE Cocina";"Cafeteras";"Cafeteras italianas";0;0;0;0;0;0
06656;"Colchón Flow PureVital 1900 150x190";"Descanso";"Descanso";"Descanso";110;25;25;0;0;754
01619;"Cafetera moka de aluminio Cumbia Mimoka 1200 Shiny";"PAE Cocina";"Cafeteras";"Cafeteras italianas";0;0;0;0;0;0
07933;"Colchón Flow PureVital 1900 120x190";"Descanso";"Descanso";"Descanso";8;8;8;0;0;49
01654;"Cafetera italiana Cumbia Moklassic 300 Beige";"PAE Cocina";"Cafeteras";"Cafeteras italianas";0;0;0;0;0;0
01655;"Cafetera italiana Cumbia Moklassic 600 Beige";"PAE Cocina";"Cafeteras";"Cafeteras italianas";0;0;0;0;0;0
01657;"Cafetera italiana Cumbia Moklassic 1200 Beige";"PAE Cocina";"Cafeteras";"Cafeteras italianas";0;0;0;0;0;0
01666;"Cafetera italiana Cumbia Moklassic 300 Black";"PAE Cocina";"Cafeteras";"Cafeteras italianas";2596;2596;2596;0;0;0
01667;"Cafetera italiana Cumbia Moklassic 600 Black";"PAE Cocina";"Cafeteras";"Cafeteras italianas";3797;3791;3791;0;0;0
01671;"Cafetera italiana de aluminio Cumbia Moklassic 600 Shiny";"PAE Cocina";"Cafeteras";"Cafeteras italianas";0;0;0;0;0;0
02000;"Bolsa olla programable";"PAE Cocina";"Ollas";"Ollas GM";390;390;390;0;0;0
02009;"Olla programable modelo G 6L";"PAE Cocina";"Ollas";"Ollas GM";0;0;0;0;0;0
02111;"Cubeta 10l daikin";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";58;58;58;0;0;0
02206;"Horno de sobremesa Bake&Toast 490";"PAE Cocina";"Hornos eléctricos";"Hornos de sobremesa";0;-3;-3;0;0;0
02225;"Horno de sobremesa  Bake&Toast 1000 White";"PAE Cocina";"Hornos eléctricos";"Hornos de sobremesa";0;0;0;0;0;0
02281;"MasterCheff Gallery Cook";"PAE Cocina";"Freidoras";"Freidoras con aceite";41;41;41;0;0;0
02308;"Mini frigorífico GrandCooler 10000 Silent White";"GAE";"Frigoríficos";"Mini frigoríficos";0;0;0;0;0;0
02309;"Mini frigorífico GrandCooler 10000 Silent Black";"GAE";"Frigoríficos";"Mini frigoríficos";0;0;0;0;0;0
06657;"Colchon Flow PureVital 1900 150x200";"Descanso";"Descanso";"Descanso";120;82;82;0;0;108
03007;"Freidora de aire Cecofry Full Inox 5500";"PAE Cocina";"Freidoras";"Freidoras sin aceite";0;0;0;0;0;0
07431;"Colchón Flow PureVital 1900 180x200";"Descanso";"Descanso";"Descanso";45;45;45;0;0;288
08067;"Robot aspirador Conga 7590 Infinity X-Treme";"Aspiración y Limpieza";"Robots";"Robots aspiradores";1964;1935;1935;0;0;0
03033;"Freidora Clean Fry 3l Black";"PAE Cocina";"Freidoras";"Freidoras con aceite";2;2;2;0;0;0
03034;"Freidora Clean Fry 3l Full inox";"PAE Cocina";"Freidoras";"Freidoras con aceite";0;-3;-3;0;0;0
05784;"Robot Aspirador Conga Connected";"Aspiración y Limpieza";"Robots";"Robots aspiradores";172;89;172;0;0;0
03052;"Plancha eléctrica Rock and water 2000";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";829;813;813;0;0;0
03057;"Sandwichera Rock’nToast 3in1";"PAE Cocina";"Sandwicheras";"Sandwicheras";0;0;0;0;0;0
03075;"Freidora CleanFry Infinity 4000 Black";"PAE Cocina";"Freidoras";"Freidoras con aceite";0;0;0;0;0;0
03076;"Freidora CleanFry Infinity 4000 Full Inox";"PAE Cocina";"Freidoras";"Freidoras con aceite";0;0;0;0;0;0
03079;"Cleanfry infinity 1500 black";"PAE Cocina";"Freidoras";"Freidoras con aceite";0;0;0;0;0;0
03119;"Sartén Polka Experience 18 Bucket Titan";"Menaje";"Sartenes y Ollas";"Sartenes";0;0;0;0;0;0
03121;"Sartén Polka Experience 22 Bucket Titan";"Menaje";"Sartenes y Ollas";"Sartenes";0;0;0;0;0;0
03123;"Sartén Polka Experience 26 Bucket Titan";"Menaje";"Sartenes y Ollas";"Sartenes";0;0;0;0;0;0
03141;"Sartén Polka Excellence 22 Bucket Force";"Menaje";"Sartenes y Ollas";"Sartenes";1;1;1;0;0;0
03146;"Set de Sartenes Polka Excellence 20-24-28 Bucket Set Force";"Menaje";"Sartenes y Ollas";"Set de sartenes";11;11;11;0;0;0
03162;"Cazo Polka Platinum 16 Pot Thunder";"Menaje";"Sartenes y Ollas";"Ollas y cazos";0;-1;-1;0;0;0
03176;"Raclette Cheese&Grill 12000 Inox Black";"PAE Cocina";"Fun Cooking";"Raclettes";0;0;0;0;0;0
03187;"Tostadora vertical TrendyToast 9000 Black Woody";"PAE Cocina";"Tostadores";"Tostadores verticales";0;0;0;0;0;0
05780;"Robot aspirador Conga 8090 Ultra T";"Aspiración y Limpieza";"Robots";"Robots aspiradores";0;0;0;0;0;0
02393;"Congelador Bolero CoolMarket Chest 99 white";"GAE";"Congeladores";"Congeladores horizontales";145;144;144;0;0;0
05666;"Aspirador vertical ThunderBrush (Exclusivo Consum)";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales cable";10437;-156;10281;0;0;0
05522;"Plancha horizontal Fast&Furious 5020 Force";"Cuidado de la ropa";"Planchas";"Planchas horizontales";2129;1782;2082;0;0;0
03219;"Freidora de aire Cecofry Full Inox 5500 ACCESORIOS";"PAE Cocina";"Freidoras";"Freidoras sin aceite";2;2;2;0;0;0
03221;"Freidora de aire Cecofry Full InoxBlack 5500 ACCESORIOS";"PAE Cocina";"Freidoras";"Freidoras sin aceite";0;0;0;0;0;0
03310;"Freidora de aire Cecofry Full Inox 5500 Connected";"PAE Cocina";"Freidoras";"Freidoras sin aceite";3;3;3;0;0;0
03314;"Freidora dietética Cecofry Compact Rapid Dark ( Exclusivo lidl)";"PAE Cocina";"Freidoras";"Freidoras sin aceite";1;1;1;0;0;0
03960;"Batidoras de mano Katana 12 Cream B";"PAE Cocina";"Batidoras";"Batidoras de mano";1277;1277;1277;0;0;0
03964;"Batidoras de mano Katana 12 Jar B";"PAE Cocina";"Batidoras";"Batidoras de mano";1462;1462;1462;0;0;0
01535;"microondas 20l con grill Pro Clean 5110 inox";"PAE Cocina";"Microondas";"Microondas con grill";2457;2393;2393;0;0;6
05161;"Baterías para Congas Serie 1290 y 1390";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
08170;"Aire acondicionado portátil ForceClima 7100 Soundless";"Cuidado del aire";"Ventilación";"Aires acondicionados portátiles";11;10;10;0;0;0
03972;"Batidoras de mano Katana 15 Cream B";"PAE Cocina";"Batidoras";"Batidoras de mano";1527;1527;1527;0;0;0
03974;"Batidoras de mano Katana 12 Chop G";"PAE Cocina";"Batidoras";"Batidoras de mano";3307;3306;3306;0;0;0
04158;"Batidora de vaso Power Black Titanium 1200 Inox";"PAE Cocina";"Batidoras";"Batidoras de vaso";6;5;5;0;0;0
03379;"Perfiladora Bamba PrecisionCare Profiling";"Cuidado personal";"Cortapelos";"Perfiladoras";1324;1192;1192;0;0;0
04291;"Batidoras de mano Power TitanBlack 1200 XL Cream";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";19;-179;-179;0;0;5808
04038;"Licuadora Cecojuicer compact";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
02356;"Bolero Stacking Kit With Tray";"GAE";"Lavadoras y secadoras";"Lavadoras de carga frontal";1998;1995;1995;0;0;0
04043;"Filtro helados cecojuicer pro";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";2207;2207;2207;0;0;0
04046;"Batidora power titanium 1250";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
04049;"Envasadora de vacio";"PAE Cocina";"Envasadoras al vacio";"Envasadoras al vacio";0;0;0;0;0;0
04060;"Batidora Power titanium 1000 Black";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";16;16;16;0;0;0
04067;"Grinder Power titanium";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";9;9;9;0;0;0
05972;"EnergySilence 9150 SkyLine Ionic Connected";"Cuidado del aire";"Ventilación";"Ventiladores de torre";48;44;44;0;0;0
07572;"Cecotec Colchón Viscoelástico VisComfort+ Flow PureVital 2900 Medida 105x190. Multicapa";"Descanso";"Descanso";"Descanso";4;0;0;0;0;9
04082;"Licuadora cecojuicer compact XL";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
03168;"Sartén Polka Platinum 20 Bucket Thunder";"Menaje";"Sartenes y Ollas";"Sartenes";2102;2102;2102;0;0;0
07486;"Cecotec Colchón Viscoelástico Flow PureVital 2900 Medida 90x190.";"Descanso";"Descanso";"Descanso";77;76;76;0;0;169
04093;"Exprimidor Zitrus 160 Vita Inox";"PAE Cocina";"Exprimidores";"Exprimidores eléctricos";0;0;0;0;0;0
07755;"Colchón Flow Genuine 135x190";"Descanso";"Descanso";"Descanso";12;12;12;0;0;0
04102;"Batidora de vaso Power Black Titanium 1500";"PAE Cocina";"Batidoras";"Batidoras de vaso";0;0;0;0;0;0
04106;"Jarra con revestimiento cerámico para Mambo";"Repuesto";"Repuesto";"Repuesto";0;0;0;0;0;0
04107;"Vaporera de acero inoxidable para Mambo";"PAE Cocina";"Robots multifunción";"Robots multifunción";0;0;0;0;0;0
04108;"Cestillo de hervir para Mambo";"PAE Cocina";"Robots multifunción";"Robots multifunción";0;0;0;0;0;0
03969;"Batidoras de mano Katana 15 Jar G";"PAE Cocina";"Batidoras";"Batidoras de mano";494;494;494;0;0;0
04313;"Freidora de aceite Cleanfry Luxury 3000 Dark";"PAE Cocina";"Freidoras";"Freidoras con aceite";1687;1670;1670;0;0;0
04115;"zitrus easy adjust white";"PAE Cocina";"Exprimidores";"Exprimidores eléctricos";13;13;13;0;0;0
04124;"Batidora de vaso individual Power Titanium 500 Fresh&Go";"PAE Cocina";"Batidoras";"Batidoras de vaso individual";3;3;3;0;0;0
04125;"Batidora de vaso individual Power Titanium 650 Fresh&Go Inox";"PAE Cocina";"Batidoras";"Batidoras de vaso individual";35;35;35;0;0;0
08136;"Hidrolimpiadora HydroBoost 1400 EasyGo";"Aspiración y Limpieza";"Hidrolimpiadoras";"Hidrolimpiadoras a presión";3527;3526;3526;0;0;0
04132;"Robot de cocina Mambo Cecotec 9090";"PAE Cocina";"Robots multifunción";"Robots multifunción";0;0;0;0;0;0
04135;"Licuadora de prensa fría Juice&Live 3000 EasyClean";"PAE Cocina";"Licuadoras";"Licuadoras de prensa fría";0;0;0;0;0;0
04144;"Báscula de cocina Cook Control 10300 EcoPower Nutrition";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";674;674;674;0;0;0
04151;"Báscula de baño Surface Precision 9700 Smart Healthy";"Cuidado personal";"Básculas";"Básculas de baño con APP";2;0;0;0;0;0
07727;"Colchón Flow 8900 Hybrid 150x200";"Descanso";"Descanso";"Descanso";73;72;72;0;0;36
07108;"Patinete eléctrico Bongo Serie X45 Sport";"Movilidad";"Patinetes eléctricos";"Patinetes eléctricos";425;422;422;0;0;0
07568;"Colchón Flow PureVital 5990 150x190";"Descanso";"Descanso";"Descanso";42;39;39;0;0;0
01685;"Microondas 20l con grill Grandheat 3150";"PAE Cocina";"Microondas";"Microondas con grill";5298;5272;5272;0;0;0
08237;"Ventilador de techo EnergySilence Aero 5500 White Aqua Connected";"Cuidado del aire";"Ventilación";"Ventiladores de techo";535;534;534;0;0;0
04069;"Zitrus Easy Inox";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";3376;3371;3371;0;0;0
04217;"Cortapelos profesional Bamba PrecisionCare ProClipper Titanium";"Cuidado personal";"Cortapelos";"Cortapelos con cable";1769;1769;1769;0;0;0
08394;"Aspirador vertical Conga RockStar 1240 X-Treme";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales BLDC";0;0;0;0;0;0
L5225;"SS23RO17-S-Kimono Corto Cinturón";"Ropa";"Ropa";"Ropa";2;1;1;0;0;0
08057;"Robot limpiacristales Windroid 870 Connected T";"Aspiración y Limpieza";"Robots";"Robots limpiacristales";1805;1801;1801;0;0;0
05465;"Aspirador digital Conga Rockstar 300 X-Treme ErgoWet";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales BLDC";24;23;23;0;0;0
04240;"Secador de pelo Bamba IoniCare 5320 Flashlook";"Cuidado personal";"Secadores de pelo";"Secadores de pelo AC";0;-54;-54;0;0;0
08380;"Aspirador de mano CONGA ROCKSTAR MICRO ESSENTIAL";"Aspiración y Limpieza";"Aspiradores de mano";"Aspiradores de mano BLDC";0;0;0;0;0;0
04081;"ExtremeTitanium19000";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";5;-806;-806;0;0;0
01521;"microondas 20l con grill Pro Clean 3120";"PAE Cocina";"Microondas";"Microondas con grill";3287;3200;3200;0;0;1359
04253;"Báscula de baño Surface Precision EcoPower 10100 Full Healthy Black";"Cuidado personal";"Básculas";"Básculas de baño sin APP";4147;4147;4147;0;0;0
04266;"Freidora dietética Cecofry Deluxe Rapid Sun";"PAE Cocina";"Freidoras";"Freidoras sin aceite";3;3;3;0;0;0
04279;"Freidora dietética Cecofry Deluxe Rapid Moon";"PAE Cocina";"Freidoras";"Freidoras sin aceite";0;0;0;0;0;0
01583;"Cafetera espresso Cafelizzia 790 Shiny";"PAE Cocina";"Cafeteras";"Cafeteras express";2360;2338;2338;0;0;0
04401;"Barbero con dial Bamba PrecisionCare AllDrive Pro";"Cuidado personal";"Cortapelos";"Cortapelos con batería";3560;3542;3542;0;0;0
04301;"Freidora con aceite Cleanfry Luxury 3000 Black";"PAE Cocina";"Freidoras";"Freidoras con aceite";406;406;406;0;0;0
04305;"Freidora dietética Cecofry Essential Rapid Sun";"PAE Cocina";"Freidoras";"Freidoras sin aceite";4;4;4;0;0;0
04306;"Freidora dietética Cecofry Essential Rapid Moon";"PAE Cocina";"Freidoras";"Freidoras sin aceite";0;0;0;0;0;0
05813;"Ready Warm 2250 Curved Flames Connected";"Cuidado del aire";"Calefacción";"Chimeneas";447;446;446;0;0;0
05682;"Aspirador vertical digital Conga Rockstar 2500 X-Treme ErgoFlex";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales BLDC";62;33;33;0;0;0
05837;"Ventilador de techo EnergySilence Aero 4850 Style Steel";"Cuidado del aire";"Ventilación";"Ventiladores de techo";90;84;84;0;0;300
04328;"Plancha de pelo ancha Bamba RitualCare Wet&Dry (Exclusivo Consum)";"Cuidado personal";"Planchas de pelo";"Planchas de pelo anchas con cable";12816;12513;12813;0;0;0
04329;"Cepillo alisador Bamba InstantCare PerfectBrush (Exclusivo Consum)";"Cuidado personal";"Cepillos";"Cepillos alisadores";0;0;0;0;0;0
07458;"Cecotec Colchón Viscoelástico Flow ViscoCare 1900 135x190cm.Multicapa";"Descanso";"Descanso";"Descanso";676;676;676;0;0;545
07620;"Colchón Flow Hybrid 8990 180x200";"Descanso";"Descanso";"Descanso";4;4;4;0;0;9
05893;"ReadyWarm 1200 Thermal Black";"Cuidado del aire";"Calefacción";"Emisores térmicos";119;23;23;0;0;0
04999;"Freidora dietética Cecofry Advance Inox";"PAE Cocina";"Freidoras";"Freidoras sin aceite";0;0;0;0;0;0
05000;"Freidora dietética Cecofry Advance InoxDarK";"PAE Cocina";"Freidoras";"Freidoras sin aceite";0;0;0;0;0;0
05021;"Quitapelusas ForceCut";"Cuidado de la ropa";"Accesorios de planchado";"Quitapelusas";0;-3;-3;0;0;0
05027;"Plancha a vapor Forcetitanium 720 Smart";"Cuidado de la ropa";"Planchas";"Planchas horizontales";2;2;2;0;0;0
05030;"Aspirador vertical Conga RockStar 1200 X-Treme";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales BLDC";3;3;3;0;0;0
05761;"Aspirador vertical digital Conga Rockstar 1600 X-Treme";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales BLDC";4406;4405;4405;0;0;0
05050;"Robot limpiacristales Windroid 880 SprayWater Smart Connected";"Aspiración y Limpieza";"Robots";"Robots limpiacristales";4;4;4;0;0;0
05069;"Aspirador vertical ThunderBrush 520";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales cable";0;0;0;0;0;0
02626;"TV LED A3 series ALH30043S";"Gama Marrón";"Televisores";"Televisores LED";737;736;736;0;0;0
05096;"Aspirador conga duo stick easy";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
05100;"Aspirador de ventanas Conga Immortal Extreme 3,7 V Glass Hand";"Aspiración y Limpieza";"Aspiradores de mano";"Aspiradores de mano";1;1;1;0;0;0
05101;"Plancha de vapor ForceTitanium 450";"Cuidado de la ropa";"Planchas";"Planchas horizontales";0;0;0;0;0;0
05283;"Humidificador Pure Aroma 300 Yin";"Cuidado del aire";"Tratamiento del aire";"Humidificadores";22088;21791;21791;0;0;0
03962;"Batidoras de mano Katana 15 Smash B";"PAE Cocina";"Batidoras";"Batidoras de mano";1288;1287;1287;0;0;0
05105;"Plancha de vapor 3D ForceAnodized 950 Smart i-Pump";"Cuidado de la ropa";"Planchas";"Planchas horizontales con bomba";0;-8;-8;0;0;0
05106;"Plancha forcetitanium 650";"Cuidado de la ropa";"Planchas";"Planchas horizontales";0;0;0;0;0;0
05107;"Robot aspirador Conga Serie 950";"Aspiración y Limpieza";"Robots";"Robots aspiradores";0;0;0;0;0;0
05110;"conga 1090";"Aspiración y Limpieza";"Robots";"Robots aspiradores";0;0;0;0;0;0
04148;"Exprimidor eléctrico EssentialVita Adjust Black";"PAE Cocina";"Exprimidores";"Exprimidores eléctricos";6228;5639;5939;0;0;0
05115;"Aspirador vertical Conga ThunderBrush 620 Immortal Battery 22,2 V (Color rojo)";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales cable";0;0;0;0;0;0
05116;"Aspirador vertical Conga ThunderBrush 650 Immortal Battery 22,2 V (Color azul)";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales cable";0;0;0;0;0;0
05117;"Aspirador de cenizas Conga PopStar 12200 Ash";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";1;1;1;0;0;0
05118;"Aspirador vertical Conga ThunderBrush 720 Immortal Battery 25,9 V (Color rojo)";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales cable";0;0;0;0;0;0
05121;"Aspirador vertical Conga ThunderBrush 820 Immortal Battery 29,6 V (Color rojo)";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales cable";0;0;0;0;0;0
05122;"Aspirador vertical Conga ThunderBrush 850 Immortal Battery 29,6 V (Color azul)";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales cable";0;0;0;0;0;0
05124;"Aspirador vertical Conga ThunderBrush 670 Immortal Battery 22,2 V (Color rojo)";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales cable";0;0;0;0;0;0
05125;"Aspirador vertical Conga ThunderBrush 690 Immortal Battery 22,2 V (Color azul)";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales cable";0;0;0;0;0;0
05126;"Aspirador digital Conga Rockstar 1500 X-Treme ErgoFlex";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales BLDC";0;0;0;0;0;0
05127;"Aspirador vertical Conga ThunderBrush 770 Immortal Battery 25,9 V (Color rojo)";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales cable";54;54;54;0;0;0
